,x,y,z
0,6.824975999999999,6.824975999999999,1.137496
1,6.805363999999999,6.785751999999999,1.068854
2,6.815169999999999,6.824975999999999,1.098272
3,6.795557999999999,6.824975999999999,1.108078
4,6.824975999999999,6.834781999999999,1.108078
5,6.815169999999999,6.815169999999999,1.068854
6,6.815169999999999,6.805363999999999,1.059048
7,6.795557999999999,6.815169999999999,1.068854
8,6.815169999999999,6.824975999999999,1.07866
9,6.834781999999999,6.815169999999999,1.098272
10,6.7759459999999985,6.7759459999999985,1.0100179999999999
11,6.795557999999999,6.903423999999999,1.088466
12,6.815169999999999,6.795557999999999,1.0394359999999998
13,6.805363999999999,6.815169999999999,1.068854
14,6.815169999999999,6.824975999999999,1.0394359999999998
15,6.7759459999999985,6.815169999999999,1.0492419999999998
16,6.7759459999999985,6.824975999999999,1.0100179999999999
17,6.805363999999999,6.805363999999999,1.0492419999999998
18,6.805363999999999,6.795557999999999,1.0296299999999998
19,6.785751999999999,6.854393999999999,1.059048
20,6.805363999999999,6.815169999999999,1.068854
21,6.805363999999999,6.824975999999999,1.0296299999999998
22,6.815169999999999,6.834781999999999,1.07866
23,6.815169999999999,6.815169999999999,1.0394359999999998
24,6.834781999999999,6.795557999999999,1.059048
25,6.7759459999999985,6.795557999999999,0.990406
26,6.805363999999999,6.893617999999999,1.1178839999999999
27,6.795557999999999,6.785751999999999,1.0394359999999998
28,6.815169999999999,6.824975999999999,1.07866
29,6.785751999999999,6.815169999999999,1.07866
30,6.805363999999999,6.824975999999999,1.108078
31,6.785751999999999,6.854393999999999,1.1276899999999999
32,6.824975999999999,6.785751999999999,1.059048
33,6.824975999999999,6.824975999999999,1.098272
34,6.795557999999999,6.834781999999999,1.108078
35,6.815169999999999,6.815169999999999,1.1178839999999999
36,6.785751999999999,6.815169999999999,1.1178839999999999
37,6.805363999999999,6.854393999999999,1.137496
38,6.795557999999999,6.805363999999999,1.1178839999999999
39,6.815169999999999,6.795557999999999,1.1276899999999999
40,6.795557999999999,6.766139999999999,1.068854
41,6.824975999999999,6.854393999999999,1.196332
42,6.815169999999999,6.766139999999999,1.098272
43,6.805363999999999,6.815169999999999,1.1571079999999998
44,6.815169999999999,6.805363999999999,1.147302
45,6.815169999999999,6.805363999999999,1.1276899999999999
46,6.805363999999999,6.805363999999999,1.1669139999999998
47,6.815169999999999,6.7759459999999985,1.1669139999999998
48,6.844587999999999,6.785751999999999,1.1571079999999998
49,6.815169999999999,6.795557999999999,1.1571079999999998
50,6.815169999999999,6.795557999999999,1.1669139999999998
51,6.824975999999999,6.785751999999999,1.137496
52,6.834781999999999,6.805363999999999,1.186526
53,6.834781999999999,6.805363999999999,1.1571079999999998
54,6.824975999999999,6.766139999999999,1.215944
55,6.815169999999999,6.766139999999999,1.1178839999999999
56,6.805363999999999,6.864199999999999,1.196332
57,6.834781999999999,6.766139999999999,1.1276899999999999
58,6.834781999999999,6.785751999999999,1.186526
59,6.785751999999999,6.815169999999999,1.1571079999999998
60,6.854393999999999,6.766139999999999,1.147302
61,6.824975999999999,6.795557999999999,1.215944
62,6.785751999999999,6.815169999999999,1.1669139999999998
63,6.844587999999999,6.805363999999999,1.1571079999999998
64,6.815169999999999,6.795557999999999,1.137496
65,6.854393999999999,6.785751999999999,1.186526
66,6.834781999999999,6.756333999999999,1.1276899999999999
67,6.844587999999999,6.7759459999999985,1.186526
68,6.854393999999999,6.7759459999999985,1.137496
