,x,y,z
0,7.364305999999999,-3.33404,5.7561219999999995
1,7.5113959999999995,-3.4026819999999995,5.716897999999999
2,7.3839179999999995,-3.324234,5.6678679999999995
3,7.491783999999999,-3.363458,5.726703999999999
4,7.4231419999999995,-3.3830699999999996,5.707091999999999
5,7.4231419999999995,-3.3046219999999997,5.726703999999999
6,7.4231419999999995,-3.3830699999999996,5.697285999999999
7,7.501589999999999,-3.3830699999999996,5.697285999999999
8,7.462365999999999,-3.324234,5.687479999999999
9,7.4231419999999995,-3.3046219999999997,5.687479999999999
10,7.442754,-3.4026819999999995,5.697285999999999
11,7.481978,-3.343846,5.716897999999999
12,7.3839179999999995,-3.314428,5.638449999999999
13,7.452559999999999,-3.3830699999999996,5.687479999999999
14,7.481978,-3.4419059999999995,5.697285999999999
15,7.4231419999999995,-3.3732639999999994,5.687479999999999
16,7.521202,-3.363458,5.687479999999999
17,7.550619999999999,-3.3732639999999994,5.736509999999999
18,7.491783999999999,-3.33404,5.618837999999999
19,7.442754,-3.3732639999999994,5.707091999999999
20,7.3545,-3.314428,5.648255999999999
21,7.4231419999999995,-3.4222939999999995,5.716897999999999
22,7.491783999999999,-3.3830699999999996,5.716897999999999
23,7.472172,-3.4026819999999995,5.6678679999999995
24,7.491783999999999,-3.4517119999999997,5.716897999999999
25,7.3839179999999995,-3.343846,5.658061999999999
26,7.315275999999999,-3.275204,5.6678679999999995
27,7.501589999999999,-3.343846,5.7561219999999995
28,7.472172,-3.3830699999999996,5.6678679999999995
29,7.4231419999999995,-3.353652,5.707091999999999
30,7.403529999999999,-3.3830699999999996,5.746315999999999
31,7.403529999999999,-3.353652,5.716897999999999
32,7.481978,-3.363458,5.716897999999999
33,7.481978,-3.353652,5.736509999999999
34,7.4231419999999995,-3.3046219999999997,5.658061999999999
35,7.4231419999999995,-3.324234,5.746315999999999
36,7.491783999999999,-3.324234,5.785539999999999
37,7.374111999999999,-3.314428,5.687479999999999
38,7.413335999999999,-3.3928759999999993,5.726703999999999
39,7.3545,-3.4026819999999995,5.726703999999999
40,7.432948,-3.4615179999999994,5.765927999999999
41,7.4231419999999995,-3.3732639999999994,5.814957999999999
42,7.4231419999999995,-3.23598,5.736509999999999
43,7.452559999999999,-3.245786,5.687479999999999
44,7.560426,-3.294816,5.658061999999999
45,7.452559999999999,-3.324234,5.648255999999999
46,7.531008,-3.343846,5.697285999999999
47,7.344694,-3.4222939999999995,5.6678679999999995
48,7.403529999999999,-3.3928759999999993,5.736509999999999
49,7.462365999999999,-3.4419059999999995,5.707091999999999
50,7.491783999999999,-3.363458,5.658061999999999
51,7.491783999999999,-3.314428,5.609031999999999
